loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
35000,60 months,19.89,925.15,E,E3,Analyst,< 1 year,RENT,76000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,21.98,Feb-2009,4,0,29347,96.2,5,w,Individual,0,0
28000,36 months,15.77,981.23,D,D1,Network Manager,8 years,MORTGAGE,105000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.35,Sep-2004,13,0,18749,67.7,40,w,Individual,1,0
13500,36 months,10.78,440.57,B,B4,General Manager,10+ years,RENT,77000,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,14.45,Jan-2004,8,2,6875,75.5,10,w,Individual,0,1
27825,60 months,14.85,659.77,C,C5,Utility Business Director,10+ years,MORTGAGE,73000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,22.62,May-1993,18,0,18105,70.7,45,w,Individual,9,0
11000,36 months,8.49,347.2,B,B1,Branch Chief,10+ years,MORTGAGE,125000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,27.87,Apr-1989,9,0,58332,92,23,w,Individual,4,0
15000,36 months,10.78,489.52,B,B4,Teacher,3 years,MORTGAGE,46000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,30.65,Mar-1996,23,0,17771,26.2,36,w,Individual,1,0
20000,36 months,9.8,643.47,B,B3,IT Manager,3 years,RENT,95000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.31,May-2001,17,0,37071,63.6,22,w,Individual,0,0
28000,60 months,14.85,663.92,C,C5,Operations Manager,10+ years,MORTGAGE,110000,Not Verified,Dec-2015,Late (31-120 days),debt_consolidation,Debt consolidation,24.02,Mar-1996,10,0,18524,31.3,31,w,Individual,3,0
35000,36 months,9.8,1126.07,B,B3,director of pharmacy,10+ years,OWN,173000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,22.42,Feb-1982,17,0,63825,86.5,31,w,Individual,5,0
24000,60 months,15.77,580.71,D,D1,Management Program Analyst,< 1 year,OWN,72219,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,12.07,Jan-1983,19,1,14221,62.9,60,w,Individual,1,1
10000,60 months,22.45,278.76,F,F1,,,OWN,28600,Verified,Dec-2015,Current,major_purchase,Major purchase,26.65,Oct-2002,12,1,4434,14.3,16,f,Individual,0,0
35000,60 months,11.48,769.39,B,B5,Network IT,2 years,MORTGAGE,80000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,5.67,Apr-2004,10,0,14626,9.4,23,w,Individual,2,0
25000,60 months,19.89,660.82,E,E3,SR Analyst,1 year,MORTGAGE,80000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,21.53,Jul-2001,9,0,432,21.6,32,w,Individual,5,0
10000,60 months,11.48,219.83,B,B5,Manager,10+ years,MORTGAGE,55000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,22.74,Apr-2003,12,0,31359,48.8,31,w,Individual,3,0
9000,36 months,9.17,286.92,B,B2,Principal,2 years,MORTGAGE,105000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.31,Dec-1999,19,0,7937,60.6,32,w,Individual,2,0
25000,60 months,18.49,641.52,D,D5,Chief engineer,10+ years,MORTGAGE,100000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,5.58,Dec-2004,7,0,23199,98.7,10,w,Individual,2,0
8400,36 months,16.59,297.78,D,D2,Owner/Principal,3 years,RENT,51000,Source Verified,Dec-2015,Charged Off,other,Other,13.27,Apr-2006,10,0,4072,37,12,w,Individual,0,0
20000,36 months,12.88,672.73,C,C2,CRA Coordinator,10+ years,RENT,65000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.49,Mar-2000,8,1,6711,83.9,18,w,Individual,2,0
22500,60 months,7.91,455.26,A,A5,Accountant,10+ years,MORTGAGE,93000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.34,Sep-1994,13,0,109973,15.8,26,w,Individual,2,0
20000,60 months,11.99,444.79,C,C1,Client Support Specialist II,10+ years,MORTGAGE,43000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,10.58,Aug-2003,6,1,1449,7.4,37,w,Individual,1,1
20000,36 months,18.49,727.98,D,D5,Director Validation Services,8 years,RENT,137000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.48,Sep-2001,16,0,27103,74.9,32,w,Individual,1,0
21000,36 months,11.99,697.41,C,C1,owner,5 years,MORTGAGE,63000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.69,Oct-2001,15,0,20519,56.8,24,w,Individual,0,0
18700,60 months,13.99,435.02,C,C4,Business Loan Officer,< 1 year,MORTGAGE,55000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,30.81,Jun-1977,19,0,25268,28.4,46,w,Individual,6,0
35000,60 months,11.99,778.38,C,C1,"AML Risk Manager, VP",2 years,MORTGAGE,175000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,33.8,Feb-1992,21,0,290575,37.8,28,w,Individual,0,0
21000,36 months,6.99,648.33,A,A3,Sales Manager,10+ years,MORTGAGE,85000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,,24,Jan-1990,15,0,18025,41.9,30,w,Individual,7,0
30000,36 months,13.44,1017.19,C,C3,Project Controller,5 years,MORTGAGE,106000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.19,Sep-2007,19,0,19778,68.9,31,w,Individual,2,0
14000,36 months,16.59,496.29,D,D2,,,MORTGAGE,124596,Verified,Dec-2015,Fully Paid,other,Other,23.73,Sep-1997,22,0,52760,88.8,36,w,Individual,6,0
30000,60 months,13.44,689.37,C,C3,Legal admin asst,1 year,MORTGAGE,60000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,24.68,Oct-1990,18,0,39519,50.3,31,w,Individual,2,0
24000,36 months,5.32,722.76,A,A1,VP Marketing,2 years,RENT,450000,Source Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,0.7,Aug-1999,5,0,18792,37.4,17,w,Individual,2,0
35000,60 months,10.78,757.16,B,B4,CLINICAL SOCIAL WORKER,10+ years,RENT,89000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.26,Jan-1994,30,0,29704,26.1,50,w,Individual,4,0
35000,60 months,18.99,907.73,E,E1,Director of Clinical Finance,5 years,MORTGAGE,104500,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,20.52,Jun-2000,13,0,16708,45.4,44,w,Individual,5,0
3225,36 months,20.5,120.68,E,E4,Accounting Clerk,5 years,MORTGAGE,35000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,24.01,Nov-1999,8,1,3072,43,12,w,Individual,0,1
28000,36 months,6.49,858.05,A,A2,Sr Database Specialist,3 years,MORTGAGE,108000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.63,Aug-1998,12,0,34722,71.7,28,w,Individual,8,0
7200,36 months,9.17,229.53,B,B2,RRT,10+ years,MORTGAGE,60000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.6,Mar-1997,18,0,8307,22.9,45,w,Individual,4,0
12000,36 months,9.8,386.09,B,B3,Event Coordinator,5 years,RENT,43000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.28,Jan-2002,14,0,13131,45.4,31,w,Individual,3,0
21000,60 months,17.97,532.92,D,D4,Sr. Solution Architect,< 1 year,RENT,134000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,26.05,Apr-1998,8,0,21655,78.7,22,w,Individual,2,0
35000,60 months,19.48,917.19,E,E2,Chief Warrant Officer 3,10+ years,MORTGAGE,123000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.53,Jul-1993,18,0,42372,72.4,32,w,Individual,1,0
12000,36 months,5.32,361.38,A,A1,Infrastructure Engineer,< 1 year,MORTGAGE,118000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.06,Dec-1989,23,0,24537,27,41,w,Individual,3,0
18000,60 months,10.78,389.4,B,B4,Office Manager,1 year,OWN,38000,Not Verified,Dec-2015,Current,car,Car financing,6.06,Oct-1984,7,1,6041,24.3,13,w,Individual,1,0
5000,36 months,7.91,156.48,A,A5,Parts,7 years,OWN,38000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,11.78,Sep-1993,8,0,5348,47.3,14,w,Individual,0,0
25000,36 months,13.99,854.32,C,C4,Director of Major Gifts,6 years,RENT,85000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,11.11,Oct-2002,15,0,21139,65.6,26,w,Individual,0,0
8750,36 months,18.99,320.7,E,E1,Office Manager,1 year,RENT,29524.32,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,46.71,Aug-1998,9,1,2412,96.5,12,w,Joint App,0,0
6600,36 months,19.48,243.54,E,E2,COO,4 years,MORTGAGE,240000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.04,Aug-2002,10,5,1604,18,17,w,Individual,1,0
10000,36 months,9.17,318.79,B,B2,Sr. Engineer,2 years,OWN,110000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,28.37,Dec-1982,15,1,21745,54.9,42,w,Individual,3,0
12500,36 months,10.78,407.94,B,B4,Sales,10+ years,MORTGAGE,34000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,27.11,Oct-1998,14,0,28554,66.3,30,w,Individual,5,0
26250,60 months,13.99,610.66,C,C4,Corrections officer,10+ years,MORTGAGE,65000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.9,Apr-2007,11,1,11401,45,19,w,Individual,1,1
24000,60 months,12.88,544.61,C,C2,Police Officer,10+ years,MORTGAGE,186000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,8.29,Jul-1994,14,0,19850,71,44,w,Individual,6,0
11000,60 months,11.99,244.64,C,C1,Regional Sales Manager,7 years,MORTGAGE,101000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,19.04,Mar-2004,14,1,24024,65.3,23,w,Individual,5,1
15000,36 months,11.48,494.5,B,B5,RN Charge Nurse,9 years,RENT,90000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.89,Jun-1997,8,0,13377,48.1,14,w,Individual,0,0
13750,36 months,16.59,487.43,D,D2,TW,10+ years,MORTGAGE,27500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,36.36,Feb-1999,9,0,6468,40.4,20,w,Individual,0,0
10500,60 months,9.8,222.07,B,B3,CORRECTIONS,10+ years,OWN,45000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,7.39,Apr-1995,8,0,6651,29.2,22,w,Individual,0,0
35000,60 months,24.24,1011.77,F,F3,Demand Planning Manager,< 1 year,MORTGAGE,117000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.82,Mar-2002,15,0,20137,59.7,35,w,Individual,6,0
7000,36 months,12.88,235.46,C,C2,Legal processing assistant II,10+ years,RENT,65000,Source Verified,Dec-2015,Fully Paid,vacation,Vacation,6.68,Nov-2004,10,1,5123,41.3,16,w,Individual,2,1
5600,36 months,9.8,180.18,B,B3,Nuclear Medicine Supervisor,10+ years,MORTGAGE,91500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,30.79,Dec-2001,12,0,24056,71.2,39,w,Individual,6,0
21000,36 months,9.17,669.46,B,B2,Security Specilaist,8 years,MORTGAGE,150000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.09,Aug-2001,17,1,10920,49.4,22,w,Individual,2,1
15000,36 months,5.32,451.73,A,A1,Professor,4 years,MORTGAGE,85000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.56,Nov-1994,12,0,18084,46.3,21,w,Individual,1,0
14725,60 months,14.85,349.15,C,C5,Front Office Supervisor,5 years,OWN,33500,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,20.92,Sep-2004,9,0,18003,70.6,16,w,Individual,2,0
6400,36 months,9.17,204.03,B,B2,Senior Administrative Assistant,6 years,RENT,53000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.4,Sep-1987,11,0,4980,90.5,14,w,Individual,0,0
8400,36 months,9.8,270.26,B,B3,Teacher,10+ years,RENT,72701,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,20.42,Feb-1995,17,0,6998,33.9,48,w,Individual,1,0
20000,60 months,15.77,483.93,D,D1,sales,6 years,MORTGAGE,150000,Not Verified,Dec-2015,Fully Paid,other,Other,11.66,Dec-2002,15,0,21235,41.3,33,w,Individual,4,0
15000,36 months,14.85,518.88,C,C5,,,MORTGAGE,37534.44,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,31.44,Nov-1990,13,0,39981,45,28,w,Joint App,4,0
28000,60 months,11.99,622.71,C,C1,Teacher,9 years,MORTGAGE,97666.07,Not Verified,Dec-2015,Current,home_improvement,Home improvement,9.07,May-1998,18,0,12083,69,42,w,Individual,2,0
25000,60 months,9.17,521.03,B,B2,Lead Organizer,8 years,MORTGAGE,70000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,15.16,Dec-2002,14,0,29074,68.4,23,w,Individual,4,0
13600,36 months,11.48,448.35,B,B5,Correctional Officer Captain,10+ years,MORTGAGE,61983,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,2.87,Aug-2005,4,1,5455,76.8,5,w,Individual,1,1
18000,36 months,13.99,615.11,C,C4,Contract Processor,3 years,OWN,63000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.49,Aug-1996,3,0,14100,92.2,10,w,Individual,0,0
35000,60 months,18.49,898.13,D,D5,Deputy Director,10+ years,OWN,160000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.65,Feb-1980,18,0,90009,58.4,31,w,Individual,4,0
20000,36 months,8.49,631.26,B,B1,plumber,10+ years,OWN,58000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,31.24,May-1984,6,0,19093,91,16,w,Individual,0,0
20000,36 months,5.32,602.3,A,A1,Central,10+ years,RENT,139000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.24,Nov-2001,14,1,19300,59.9,27,w,Individual,0,0
11075,60 months,26.06,331.99,F,F5,assistant manager,10+ years,OWN,55000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,28.77,Mar-2008,5,0,1498,27.2,11,w,Individual,0,0
11200,36 months,9.17,357.05,B,B2,baker trainer supervisor,10+ years,MORTGAGE,53000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,11.96,Jul-2012,15,0,14005,24.3,19,f,Individual,2,0
25000,36 months,6.49,766.12,A,A2,"Designer, Lead",2 years,MORTGAGE,62000,Source Verified,Dec-2015,Fully Paid,credit_card,,27.24,Feb-2007,9,0,11141,53.6,15,w,Individual,2,0
2500,36 months,7.91,78.24,A,A5,Customer Service,6 years,RENT,29000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.19,Jul-1985,8,0,1409,10.9,16,w,Individual,0,0
15000,60 months,11.48,329.74,B,B5,A/B- merchant marine,7 years,OWN,65000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,6.63,Dec-2003,17,0,11892,28,29,w,Individual,1,0
16000,36 months,8.49,505.01,B,B1,Clinical Data Manager,1 year,RENT,75000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.44,Oct-2003,19,0,15196,59.6,26,w,Individual,0,0
5600,36 months,13.44,189.88,C,C3,nurse,10+ years,RENT,50000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,28.73,Aug-1998,11,3,5967,29.2,22,w,Individual,2,2
10000,36 months,7.49,311.02,A,A4,Custodian,10+ years,RENT,70000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,13.3,Jun-2002,11,0,1709,5.1,18,w,Individual,0,0
3200,36 months,9.8,102.96,B,B3,,,MORTGAGE,24000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,18.05,Apr-1993,7,0,5090,32.4,24,w,Individual,4,0
28000,36 months,5.32,843.22,A,A1,BI architect,4 years,MORTGAGE,135000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,8.56,Apr-2001,14,0,38029,38.1,25,w,Individual,5,0
15000,36 months,10.78,489.52,B,B4,Registerd Nurse,10+ years,MORTGAGE,75000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.24,Apr-1998,8,0,8499,73.3,13,w,Individual,1,0
21600,36 months,6.99,666.85,A,A3,Outside Sales,1 year,MORTGAGE,120000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.84,Aug-2003,12,0,24339,59.8,26,w,Individual,3,0
15000,60 months,8.49,307.68,B,B1,Teacher,10+ years,MORTGAGE,54000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,22.02,Nov-1998,9,0,10167,25.2,25,w,Individual,2,0
10000,36 months,5.32,301.15,A,A1,Director of Adolescent Services,9 years,MORTGAGE,75000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,3.86,Jun-2001,9,0,9902,16.2,36,w,Individual,0,0
24000,60 months,19.48,628.93,E,E2,IT Manager,10+ years,MORTGAGE,116500,Source Verified,Dec-2015,Current,credit_card,Credit card refinancing,17.54,Sep-2003,11,0,27644,84.5,27,w,Individual,1,0
5000,36 months,9.8,160.87,B,B3,Distrist Manager,10+ years,OWN,92000,Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,16.01,Jan-1992,19,0,22216,53.8,38,w,Individual,4,0
18200,60 months,8.49,373.32,B,B1,Nurse Educator,3 years,RENT,150000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,12.06,Mar-2006,16,0,6769,17.4,29,w,Individual,0,0
12000,36 months,6.49,367.74,A,A2,CEO,3 years,MORTGAGE,73000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.75,Apr-2000,6,0,12494,65.4,8,w,Individual,1,0
15175,36 months,17.27,543.08,D,D3,Mail Handler,2 years,MORTGAGE,58000,Source Verified,Dec-2015,Charged Off,home_improvement,Home improvement,7.57,Mar-2011,5,0,166,4.3,7,w,Individual,1,0
21000,36 months,9.17,669.46,B,B2,Angio Tech III,< 1 year,RENT,80000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,,14.69,Feb-2004,9,0,21065,48.1,28,w,Individual,1,0
7000,36 months,5.32,210.81,A,A1,,,RENT,16968,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.87,Dec-1996,8,0,6092,17.1,8,w,Individual,0,0
12000,36 months,7.49,373.22,A,A4,Sr. Project Manager,3 years,MORTGAGE,108000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.92,May-1990,17,0,19903,33.5,38,w,Individual,4,0
3200,36 months,10.78,104.44,B,B4,Teacher,10+ years,MORTGAGE,49000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.91,Apr-2000,10,3,5958,79.4,21,w,Individual,3,0
7200,36 months,14.85,249.07,C,C5,Dermatology Technician,10+ years,RENT,52000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,39.21,Sep-2001,12,0,10881,61.8,45,w,Individual,0,0
13200,36 months,12.88,444,C,C2,Supervisor,10+ years,MORTGAGE,45000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,32.56,Oct-2002,13,0,14895,56.9,19,w,Individual,1,0
20000,36 months,12.88,672.73,C,C2,,,OWN,65000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,17.38,Apr-1991,15,0,20914,9.8,21,w,Individual,0,0
18000,60 months,8.49,369.22,B,B1,Custom applicator,2 years,MORTGAGE,120000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,6.42,May-2006,5,0,1641,48.3,14,f,Individual,1,0
18000,36 months,16.59,638.09,D,D2,License Massage Practioner,6 years,MORTGAGE,50000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.69,Jul-1990,5,0,43858,97.2,27,w,Individual,6,0
7500,36 months,15.77,262.83,D,D1,Sole Member,3 years,RENT,75000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,9.74,May-1995,8,1,4980,63.8,21,w,Individual,3,1
15000,36 months,12.88,504.55,C,C2,Associate Professor,10+ years,MORTGAGE,118000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.7,May-1996,7,1,18893,44.2,19,w,Individual,1,1
2400,36 months,7.49,74.65,A,A4,Carpenter,10+ years,RENT,50000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,11.67,Apr-1994,2,0,4014,100.3,7,w,Individual,0,0
2000,36 months,13.44,67.82,C,C3,Analyst,10+ years,MORTGAGE,119945,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.61,May-1997,21,2,20627,64.7,37,w,Individual,6,2
10000,36 months,12.88,336.37,C,C2,"Vice President, Manager",10+ years,RENT,100000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.18,Nov-1986,14,0,14403,60.3,40,w,Individual,0,0
30000,60 months,18.49,769.83,D,D5,Piping lead,< 1 year,MORTGAGE,103000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,22.36,Jul-2003,13,0,25530,49,33,w,Individual,6,0
25000,36 months,7.91,782.38,A,A5,director of public safety,10+ years,MORTGAGE,105000,Source Verified,Dec-2015,Fully Paid,other,Other,16.87,Aug-1999,8,0,4122,52.2,25,w,Individual,5,0
3500,36 months,14.85,121.08,C,C5,Medical Staff coord,2 years,RENT,50000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,16.39,Apr-2005,14,0,5000,51,25,w,Individual,0,0
11925,36 months,8.49,376.39,B,B1,Minister,10+ years,MORTGAGE,50000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.44,Sep-1994,21,0,14212,19.5,52,w,Individual,2,0
3000,36 months,6.49,91.94,A,A2,Job Cost Analyst,10+ years,MORTGAGE,75000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,13.38,Mar-1996,10,1,7682,74.6,18,w,Individual,2,1
24000,60 months,14.85,569.08,C,C5,Principal,10+ years,MORTGAGE,99000,Verified,Dec-2015,Current,home_improvement,Home improvement,24.69,Oct-1993,10,0,12095,100.8,32,w,Individual,6,0
13200,36 months,9.17,420.81,B,B2,BRANCH MANAGER,1 year,MORTGAGE,98000,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,10.03,May-1997,8,0,14301,50.5,21,w,Individual,5,0
5000,36 months,12.88,168.19,C,C2,Educator,10+ years,RENT,48000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.48,Sep-2003,6,1,1688,41.2,10,w,Individual,0,0
